date,wojew,location,new_cases,d_0,new_deaths,new_deaths_c,new_deaths_nc,new_tests_poz,new_recoveries,new_quarantine,new_tests,new_tests_plus,new_tests_minus,new_tests_other
2021-01-04,podlaskie,łomżyński,0,0,0,0,0,0,1,190,12,0,12,0
2021-01-05,podlaskie,łomżyński,3,0,0,0,0,33,7,212,36,3,30,3
2021-01-06,podlaskie,łomżyński,4,0,1,1,0,20,3,213,46,4,39,3
2021-01-08,podlaskie,łomżyński,13,2,0,0,0,14,5,194,43,15,27,1
2021-01-09,podlaskie,łomżyński,6,1,1,0,1,14,9,213,32,6,25,1
2021-01-10,podlaskie,łomżyński,6,1,1,0,1,0,9,182,26,6,20,0
2021-01-11,podlaskie,łomżyński,0,0,0,0,0,0,3,176,11,1,10,0
2021-01-12,podlaskie,łomżyński,5,0,0,0,0,25,3,200,69,5,64,0
2021-01-13,podlaskie,łomżyński,13,2,0,0,0,24,0,221,75,14,61,0
2021-01-14,podlaskie,łomżyński,18,3,0,0,0,8,4,213,85,19,63,3
2021-01-15,podlaskie,łomżyński,7,1,0,0,0,4,14,207,64,8,55,1
2021-01-16,podlaskie,łomżyński,7,1,0,0,0,13,9,209,35,8,27,0
2021-01-17,podlaskie,łomżyński,3,0,0,0,0,0,14,188,31,3,28,0
2021-01-18,podlaskie,łomżyński,3,0,0,0,0,0,8,195,9,3,6,0
2021-01-19,podlaskie,łomżyński,5,0,0,0,0,15,7,202,45,5,40,0
2021-01-20,podlaskie,łomżyński,9,1,0,0,0,14,1,205,35,9,25,1
2021-01-21,podlaskie,łomżyński,14,2,0,0,0,12,6,210,48,16,28,4
2021-01-22,podlaskie,łomżyński,12,2,0,0,0,10,12,216,40,12,27,1
2021-01-23,podlaskie,łomżyński,7,1,0,0,0,4,20,214,42,7,34,1
2021-01-24,podlaskie,łomżyński,3,0,1,0,1,0,9,205,24,4,20,0
2021-01-25,podlaskie,łomżyński,2,0,0,0,0,0,6,191,15,2,13,0
2021-01-26,podlaskie,łomżyński,3,0,0,0,0,15,4,195,30,3,27,0
2021-01-27,podlaskie,łomżyński,8,1,0,0,0,4,4,193,28,8,18,2
2020-12-24,mazowieckie,łosicki,11,3,0,0,0,10,5,123,27,12,15,0
2020-12-25,mazowieckie,łosicki,3,0,0,0,0,3,30,118,13,4,9,0
2020-12-26,mazowieckie,łosicki,0,0,0,0,0,1,4,111,3,0,3,0
2020-12-27,mazowieckie,łosicki,4,1,0,0,0,0,3,105,6,4,2,0
2020-12-28,mazowieckie,łosicki,2,0,0,0,0,0,16,98,6,2,4,0
2020-12-29,mazowieckie,łosicki,3,0,0,0,0,7,5,98,15,4,10,1
2020-12-30,mazowieckie,łosicki,1,0,2,0,2,11,3,93,29,1,27,1
2020-12-31,mazowieckie,łosicki,2,0,0,0,0,6,0,86,12,2,10,0
2021-01-01,mazowieckie,łosicki,2,0,0,0,0,4,3,79,8,2,6,0
2021-01-02,mazowieckie,łosicki,3,0,0,0,0,0,7,71,8,3,5,0
2021-01-03,mazowieckie,łosicki,2,0,0,0,0,2,2,67,7,2,5,0
2021-01-04,mazowieckie,łosicki,2,0,0,0,0,0,0,71,8,2,6,0
2021-01-05,mazowieckie,łosicki,3,0,1,0,1,17,7,77,16,3,13,0
2021-01-06,mazowieckie,łosicki,5,1,1,0,1,8,1,73,25,6,19,0
2021-01-08,mazowieckie,łosicki,5,1,0,0,0,14,2,73,17,5,12,0
2021-01-09,mazowieckie,łosicki,9,2,0,0,0,10,3,66,33,9,23,1
2021-01-10,mazowieckie,łosicki,3,0,0,0,0,2,0,59,19,3,16,0
2021-01-11,mazowieckie,łosicki,2,0,0,0,0,0,1,54,10,2,7,1
2021-01-12,mazowieckie,łosicki,2,0,1,1,0,14,4,69,19,3,15,1
2021-01-13,mazowieckie,łosicki,3,0,0,0,0,12,4,85,88,3,84,1
2021-01-14,mazowieckie,łosicki,8,2,0,0,0,2,0,79,72,8,63,1
2021-01-15,mazowieckie,łosicki,2,0,0,0,0,6,3,84,14,3,11,0
2021-01-16,mazowieckie,łosicki,4,1,1,0,1,4,4,91,54,4,50,0
2021-01-17,mazowieckie,łosicki,1,0,0,0,0,0,7,107,43,1,42,0
2021-01-18,mazowieckie,łosicki,1,0,0,0,0,0,7,122,7,1,6,0
2021-01-19,mazowieckie,łosicki,1,0,0,0,0,7,4,130,15,1,14,0
2021-01-20,mazowieckie,łosicki,2,0,0,0,0,6,1,132,22,2,20,0
2021-01-21,mazowieckie,łosicki,1,0,1,0,1,2,1,134,15,1,14,0
2021-01-22,mazowieckie,łosicki,0,0,1,0,1,9,4,137,7,0,6,1
2021-01-23,mazowieckie,łosicki,2,0,0,0,0,10,7,148,22,2,20,0
2021-01-24,mazowieckie,łosicki,1,0,0,0,0,1,4,142,19,1,18,0
2021-01-25,mazowieckie,łosicki,1,0,0,0,0,0,3,124,6,1,5,0
2021-01-26,mazowieckie,łosicki,5,1,0,0,0,12,0,121,20,5,15,0
2021-01-27,mazowieckie,łosicki,1,0,1,0,1,6,1,110,15,1,14,0
2020-12-24,łódzkie,łowicki,40,5,0,0,0,13,23,333,114,41,72,1
2020-12-25,łódzkie,łowicki,8,1,0,0,0,10,9,303,39,8,30,1
2020-12-26,łódzkie,łowicki,2,0,0,0,0,0,16,290,26,2,24,0
2020-12-27,łódzkie,łowicki,6,0,0,0,0,0,10,266,29,7,22,0
2020-12-28,łódzkie,łowicki,1,0,0,0,0,0,26,279,24,2,22,0
2020-12-29,łódzkie,łowicki,11,1,1,0,1,35,4,283,95,12,81,2
2020-12-30,łódzkie,łowicki,19,2,1,0,1,30,4,295,80,21,58,1
2020-12-31,łódzkie,łowicki,13,1,1,0,1,20,20,317,79,14,65,0
2021-01-01,łódzkie,łowicki,4,0,0,0,0,28,24,308,47,5,41,1
2021-01-02,łódzkie,łowicki,17,2,0,0,0,1,19,278,56,18,38,0
2021-01-03,łódzkie,łowicki,9,1,0,0,0,0,7,181,48,11,36,1
2021-01-04,łódzkie,łowicki,5,0,0,0,0,0,3,167,50,15,35,0
2021-01-05,łódzkie,łowicki,9,1,1,0,1,62,0,196,76,10,64,2
2021-01-06,łódzkie,łowicki,35,4,0,0,0,31,4,226,142,38,103,1
2021-01-08,łódzkie,łowicki,9,1,1,0,1,55,19,235,64,9,55,0
2021-01-09,łódzkie,łowicki,37,4,0,0,0,25,13,245,138,42,93,3
2021-01-10,łódzkie,łowicki,14,1,0,0,0,1,3,222,58,14,44,0
2021-01-11,łódzkie,łowicki,2,0,0,0,0,0,14,219,36,3,33,0
2021-01-12,łódzkie,łowicki,12,1,0,0,0,48,7,236,88,13,73,2
2021-01-13,łódzkie,łowicki,23,2,0,0,0,16,4,272,168,25,142,1
2021-01-14,łódzkie,łowicki,15,1,1,0,1,28,19,281,131,17,112,2
2021-01-15,łódzkie,łowicki,0,0,0,0,0,22,19,299,59,1,58,0
2021-01-16,łódzkie,łowicki,22,2,2,0,2,25,18,281,183,23,159,1
2021-01-17,łódzkie,łowicki,8,1,0,0,0,0,11,281,58,8,50,0
2021-01-18,łódzkie,łowicki,4,0,0,0,0,0,30,284,49,4,43,2
2021-01-19,łódzkie,łowicki,12,1,1,0,1,27,15,295,84,13,71,0
2021-01-20,łódzkie,łowicki,10,1,0,0,0,31,3,325,82,11,70,1
2021-01-21,łódzkie,łowicki,19,2,1,0,1,20,13,324,94,21,70,3
2021-01-22,łódzkie,łowicki,12,1,0,0,0,21,17,319,102,13,85,4
2021-01-23,łódzkie,łowicki,7,0,1,0,1,19,19,388,81,8,71,2
2021-01-24,łódzkie,łowicki,6,0,0,0,0,0,0,371,58,6,51,1
2021-01-25,łódzkie,łowicki,0,0,0,0,0,0,23,367,28,2,26,0
2021-01-26,łódzkie,łowicki,9,1,1,0,1,23,11,388,65,9,55,1
2021-01-27,łódzkie,łowicki,15,1,1,0,1,23,3,388,105,15,90,0
2020-12-24,lubelskie,łukowski,4,0,2,0,2,18,2,210,29,4,25,0
2020-12-25,lubelskie,łukowski,21,1,0,0,0,8,7,240,88,23,65,0
2020-12-26,lubelskie,łukowski,4,0,0,0,0,0,15,169,25,4,21,0
2020-12-27,lubelskie,łukowski,1,0,0,0,0,0,3,150,24,1,23,0
2020-12-28,lubelskie,łukowski,4,0,0,0,0,0,11,142,29,5,24,0
2020-12-29,lubelskie,łukowski,10,0,1,0,1,39,5,159,61,14,47,0
2020-12-30,lubelskie,łukowski,6,0,1,0,1,20,6,188,61,6,55,0
2020-12-31,lubelskie,łukowski,17,1,1,0,1,23,7,186,76,19,57,0
2021-01-01,lubelskie,łukowski,7,0,0,0,0,19,4,186,49,7,42,0
2021-01-02,lubelskie,łukowski,7,0,0,0,0,0,3,173,42,9,33,0
2021-01-03,lubelskie,łukowski,10,0,0,0,0,0,22,138,43,13,30,0
2021-01-04,lubelskie,łukowski,1,0,0,0,0,0,1,142,54,11,43,0
2021-01-05,lubelskie,łukowski,11,1,2,0,2,25,1,147,78,15,63,0
2021-01-06,lubelskie,łukowski,6,0,1,1,0,24,4,174,91,12,79,0
2021-01-08,lubelskie,łukowski,4,0,3,0,3,38,11,200,95,9,86,0
2021-01-09,lubelskie,łukowski,13,1,0,0,0,28,10,198,97,14,82,1
2021-01-10,lubelskie,łukowski,19,1,0,0,0,0,6,194,115,34,80,1
2021-01-11,lubelskie,łukowski,8,0,0,0,0,0,11,182,48,11,37,0
2021-01-12,lubelskie,łukowski,2,0,1,0,1,23,8,214,76,3,71,2
2021-01-13,lubelskie,łukowski,9,0,0,0,0,18,4,240,179,9,170,0
2021-01-14,lubelskie,łukowski,15,1,5,0,5,12,13,256,234,16,217,1
2021-01-15,lubelskie,łukowski,7,0,1,0,1,21,7,240,151,7,144,0
2021-01-16,lubelskie,łukowski,11,1,1,0,1,18,5,257,155,12,142,1
2021-01-17,lubelskie,łukowski,5,0,0,0,0,0,14,260,132,5,126,1
2021-01-18,lubelskie,łukowski,5,0,0,0,0,1,4,247,41,5,36,0
2021-01-19,lubelskie,łukowski,7,0,0,0,0,19,24,259,78,11,66,1
2021-01-20,lubelskie,łukowski,9,0,2,0,2,23,4,267,67,10,57,0
2021-01-21,lubelskie,łukowski,7,0,1,0,1,8,4,262,71,8,62,1
2021-01-22,lubelskie,łukowski,9,0,0,0,0,11,10,257,52,10,41,1
2021-01-23,lubelskie,łukowski,9,0,0,0,0,19,18,257,87,13,74,0
2021-01-24,lubelskie,łukowski,5,0,0,0,0,0,6,251,49,11,36,2
2021-01-25,lubelskie,łukowski,3,0,0,0,0,0,13,236,34,6,28,0
2021-01-26,lubelskie,łukowski,6,0,0,0,0,17,8,254,75,13,61,1
2021-01-27,lubelskie,łukowski,5,0,2,0,2,9,3,236,68,5,61,2
2020-12-24,łódzkie,łódzki wschodni,42,5,2,0,2,37,24,393,132,44,84,4
2020-12-25,łódzkie,łódzki wschodni,21,2,0,0,0,30,26,372,71,21,47,3
2020-12-26,łódzkie,łódzki wschodni,6,0,0,0,0,0,27,317,40,7,31,2
2020-12-27,łódzkie,łódzki wschodni,9,1,0,0,0,3,20,291,47,10,35,2
2020-12-28,łódzkie,łódzki wschodni,9,1,0,0,0,0,25,255,28,9,18,1
2020-12-29,łódzkie,łódzki wschodni,23,3,0,0,0,77,16,342,97,28,67,2
2020-12-30,łódzkie,łódzki wschodni,42,5,0,0,0,56,15,349,130,44,85,1
2020-12-31,łódzkie,łódzki wschodni,29,4,0,0,0,40,16,367,95,30,62,3
2021-01-01,łódzkie,łódzki wschodni,28,3,0,0,0,46,29,374,89,30,51,8
2021-01-02,łódzkie,łódzki wschodni,25,3,0,0,0,6,32,349,80,27,51,2
2021-01-03,łódzkie,łódzki wschodni,16,2,0,0,0,0,20,322,73,18,54,1
2021-01-04,łódzkie,łódzki wschodni,7,0,0,0,0,3,9,315,35,8,27,0
2021-01-05,łódzkie,łódzki wschodni,12,1,0,0,0,91,19,404,87,14,71,2
2021-01-06,łódzkie,łódzki wschodni,38,5,3,0,3,50,14,466,152,41,108,3
2021-01-08,łódzkie,łódzki wschodni,15,2,2,0,2,53,40,481,105,21,80,4
2021-01-09,łódzkie,łódzki wschodni,29,4,0,0,0,37,30,512,131,32,95,4
2021-01-10,łódzkie,łódzki wschodni,27,3,0,0,0,0,30,472,102,28,71,3
2021-01-11,łódzkie,łódzki wschodni,5,0,0,0,0,0,24,429,33,6,26,1
2021-01-12,łódzkie,łódzki wschodni,17,2,1,0,1,65,19,504,118,17,98,3
2021-01-13,łódzkie,łódzki wschodni,24,3,0,0,0,34,12,554,169,28,139,2
2021-01-14,łódzkie,łódzki wschodni,21,2,1,0,1,20,27,578,188,23,163,2
2021-01-15,łódzkie,łódzki wschodni,30,4,0,0,0,34,31,548,152,31,121,0
2021-01-16,łódzkie,łódzki wschodni,12,1,2,0,2,18,23,500,126,14,110,2
2021-01-17,łódzkie,łódzki wschodni,10,1,0,0,0,0,16,468,55,12,42,1
2021-01-18,łódzkie,łódzki wschodni,3,0,0,0,0,0,28,433,33,3,28,2
2021-01-19,łódzkie,łódzki wschodni,6,0,0,0,0,35,27,451,83,8,74,1
2021-01-20,łódzkie,łódzki wschodni,12,1,1,0,1,19,8,438,80,12,68,0
2021-01-21,łódzkie,łódzki wschodni,16,2,1,0,1,24,22,443,82,18,64,0
2021-01-22,łódzkie,łódzki wschodni,9,1,0,0,0,26,30,435,83,14,68,1
2021-01-23,łódzkie,łódzki wschodni,17,2,2,0,2,20,27,421,90,17,73,0
2021-01-24,łódzkie,łódzki wschodni,10,1,0,0,0,0,19,385,53,10,41,2
2021-01-25,łódzkie,łódzki wschodni,5,0,0,0,0,0,13,380,29,5,24,0
2021-01-26,łódzkie,łódzki wschodni,6,0,1,0,1,41,12,383,71,8,60,3
2021-01-27,łódzkie,łódzki wschodni,13,1,1,0,1,29,6,399,81,14,65,2
2020-12-24,łódzkie,łęczycki,16,3,0,0,0,18,9,352,65,18,46,1
2020-12-25,łódzkie,łęczycki,5,1,0,0,0,8,24,339,13,6,7,0
2020-12-26,łódzkie,łęczycki,11,2,0,0,0,0,11,314,40,12,27,1
2020-12-27,łódzkie,łęczycki,1,0,0,0,0,0,14,288,24,4,19,1
2020-12-28,łódzkie,łęczycki,1,0,0,0,0,0,18,268,10,1,9,0
2020-12-29,łódzkie,łęczycki,25,5,0,0,0,66,6,295,93,27,65,1
2020-12-30,łódzkie,łęczycki,25,5,0,0,0,39,4,304,100,28,64,8
2020-12-31,łódzkie,łęczycki,16,3,1,1,0,28,14,359,93,18,72,3
2021-01-01,łódzkie,łęczycki,19,3,0,0,0,29,13,337,49,19,29,1
2021-01-02,łódzkie,łęczycki,16,3,0,0,0,1,18,307,41,17,24,0
2021-01-03,łódzkie,łęczycki,7,1,0,0,0,1,4,299,27,8,16,3
2021-01-04,łódzkie,łęczycki,4,0,0,0,0,0,4,282,42,7,34,1
2021-01-05,łódzkie,łęczycki,9,1,0,0,0,45,11,296,54,12,41,1
2021-01-06,łódzkie,łęczycki,17,3,0,0,0,32,6,331,85,18,64,3
2021-01-08,łódzkie,łęczycki,14,2,0,0,0,28,22,296,83,20,62,1
2021-01-09,łódzkie,łęczycki,14,2,0,0,0,39,15,291,65,15,49,1
2021-01-10,łódzkie,łęczycki,18,3,0,0,0,0,21,272,60,20,37,3
2021-01-11,łódzkie,łęczycki,0,0,0,0,0,1,19,250,16,0,16,0
2021-01-12,łódzkie,łęczycki,14,2,0,0,0,38,10,285,71,15,53,3
2021-01-13,łódzkie,łęczycki,12,2,0,0,0,20,4,301,122,14,100,8
2021-01-14,łódzkie,łęczycki,6,1,0,0,0,16,12,303,70,8,59,3
2021-01-15,łódzkie,łęczycki,11,2,1,1,0,15,11,295,116,11,101,4
2021-01-16,łódzkie,łęczycki,18,3,0,0,0,23,26,287,120,20,100,0
2021-01-17,łódzkie,łęczycki,10,2,0,0,0,0,16,271,68,10,56,2
2021-01-18,łódzkie,łęczycki,0,0,0,0,0,0,12,242,9,0,9,0
2021-01-19,łódzkie,łęczycki,3,0,1,1,0,27,21,255,75,6,68,1
2021-01-20,łódzkie,łęczycki,8,1,0,0,0,17,1,261,127,9,115,3
2021-01-21,łódzkie,łęczycki,11,2,0,0,0,18,15,257,61,13,45,3
2021-01-22,łódzkie,łęczycki,3,0,0,0,0,20,14,266,47,4,42,1
2021-01-23,łódzkie,łęczycki,21,4,0,0,0,10,6,256,69,22,46,1
2021-01-24,łódzkie,łęczycki,2,0,0,0,0,0,11,242,24,2,19,3
2021-01-25,łódzkie,łęczycki,2,0,0,0,0,0,16,233,11,2,9,0
2021-01-26,łódzkie,łęczycki,0,0,0,0,0,28,5,372,39,1,38,0
2021-01-27,łódzkie,łęczycki,21,4,0,0,0,19,3,398,97,22,74,1
2020-12-24,lubelskie,łęczyński,20,3,2,1,1,34,11,400,71,23,46,2
2020-12-25,lubelskie,łęczyński,14,2,0,0,0,19,31,381,57,16,41,0
2020-12-26,lubelskie,łęczyński,7,1,0,0,0,0,23,306,22,7,15,0
2020-12-27,lubelskie,łęczyński,3,0,0,0,0,1,12,307,16,5,11,0
2020-12-28,lubelskie,łęczyński,0,0,1,0,1,0,19,295,16,0,16,0
2020-12-29,lubelskie,łęczyński,19,3,4,0,4,42,15,303,54,20,33,1
2020-12-30,lubelskie,łęczyński,18,3,0,0,0,38,2,321,64,19,45,0
2020-12-31,lubelskie,łęczyński,22,3,1,0,1,26,20,323,69,22,46,1
2021-01-01,lubelskie,łęczyński,17,2,1,1,0,23,29,316,49,17,32,0
2021-01-02,lubelskie,łęczyński,9,1,1,0,1,1,19,308,30,9,20,1
2021-01-03,lubelskie,łęczyński,7,1,0,0,0,1,14,263,35,7,28,0
2021-01-04,lubelskie,łęczyński,4,0,0,0,0,1,7,239,22,5,17,0
2021-01-05,lubelskie,łęczyński,17,2,2,0,2,71,5,275,75,18,57,0
2021-01-06,lubelskie,łęczyński,37,6,2,0,2,25,2,270,93,39,53,1
2021-01-08,lubelskie,łęczyński,14,2,1,0,1,42,15,254,57,15,41,1
2021-01-09,lubelskie,łęczyński,13,2,1,0,1,26,17,257,71,14,57,0
2021-01-10,lubelskie,łęczyński,10,1,0,0,0,0,15,223,58,11,47,0
2021-01-11,lubelskie,łęczyński,4,0,1,0,1,0,7,204,20,4,16,0
2021-01-12,lubelskie,łęczyński,12,2,2,0,2,38,11,216,61,12,49,0
2021-01-13,lubelskie,łęczyński,37,6,0,0,0,26,7,229,160,38,119,3
2021-01-14,lubelskie,łęczyński,9,1,2,0,2,40,24,271,69,9,55,5
2021-01-15,lubelskie,łęczyński,20,3,0,0,0,16,29,249,112,20,85,7
2021-01-16,lubelskie,łęczyński,10,1,1,0,1,9,12,299,71,11,51,9
2021-01-17,lubelskie,łęczyński,21,3,0,0,0,0,13,284,104,22,80,2
2021-01-18,lubelskie,łęczyński,4,0,0,0,0,0,15,288,19,4,15,0
2021-01-19,lubelskie,łęczyński,12,2,2,0,2,36,15,336,79,12,66,1
2021-01-20,lubelskie,łęczyński,13,2,1,0,1,18,10,337,74,14,58,2
2021-01-21,lubelskie,łęczyński,15,2,0,0,0,12,10,325,47,16,31,0
2021-01-22,lubelskie,łęczyński,2,0,1,0,1,13,35,314,35,2,33,0
2021-01-23,lubelskie,łęczyński,23,4,3,0,3,21,10,315,65,24,39,2
2021-01-24,lubelskie,łęczyński,11,1,1,0,1,0,20,287,44,11,32,1
2021-01-25,lubelskie,łęczyński,1,0,0,0,0,0,9,270,25,1,24,0
2021-01-26,lubelskie,łęczyński,9,1,1,0,1,23,17,284,65,9,55,1
2021-01-27,lubelskie,łęczyński,7,1,0,0,0,9,5,272,50,8,42,0
2020-12-24,zachodniopomorskie,Świnoujście,6,1,0,0,0,30,7,356,41,8,33,0
2020-12-25,zachodniopomorskie,Świnoujście,30,7,0,0,0,20,9,380,44,31,12,1
2020-12-26,zachodniopomorskie,Świnoujście,25,6,0,0,0,0,24,333,49,26,22,1
2020-12-27,zachodniopomorskie,Świnoujście,21,5,0,0,0,0,14,327,41,22,17,2
2020-12-28,zachodniopomorskie,Świnoujście,8,1,0,0,0,0,36,307,44,11,33,0
2020-12-29,zachodniopomorskie,Świnoujście,7,1,0,0,0,68,13,346,91,8,82,1
2020-12-30,zachodniopomorskie,Świnoujście,29,7,0,0,0,42,11,323,82,30,51,1
2020-12-31,zachodniopomorskie,Świnoujście,38,9,0,0,0,42,3,344,94,40,52,2
2021-01-01,zachodniopomorskie,Świnoujście,9,2,0,0,0,24,26,372,36,10,26,0
2021-01-02,zachodniopomorskie,Świnoujście,29,7,0,0,0,0,13,355,51,29,21,1
2021-01-03,zachodniopomorskie,Świnoujście,21,5,0,0,0,0,32,312,41,23,16,2
2021-01-04,zachodniopomorskie,Świnoujście,2,0,0,0,0,4,26,315,20,5,13,2
2021-01-05,zachodniopomorskie,Świnoujście,9,2,0,0,0,69,18,324,40,9,31,0
2021-01-06,zachodniopomorskie,Świnoujście,33,8,0,0,0,18,8,307,75,35,39,1
2021-01-08,zachodniopomorskie,Świnoujście,12,2,0,0,0,33,38,312,52,15,36,1
2021-01-09,zachodniopomorskie,Świnoujście,31,7,0,0,0,31,35,302,57,31,25,1
2021-01-10,zachodniopomorskie,Świnoujście,26,6,0,0,0,0,6,302,50,27,20,3
2021-01-11,zachodniopomorskie,Świnoujście,4,0,0,0,0,0,27,277,32,7,24,1
2021-01-12,zachodniopomorskie,Świnoujście,4,0,0,0,0,46,23,313,39,4,34,1
2021-01-13,zachodniopomorskie,Świnoujście,23,5,0,0,0,31,3,320,148,23,122,3
2021-01-14,zachodniopomorskie,Świnoujście,17,4,0,0,0,16,12,319,52,20,31,1
2021-01-15,zachodniopomorskie,Świnoujście,18,4,2,1,1,25,40,336,74,20,54,0
2021-01-16,zachodniopomorskie,Świnoujście,16,3,1,0,1,20,14,327,45,18,26,1
2021-01-17,zachodniopomorskie,Świnoujście,9,2,0,0,0,0,11,286,37,11,25,1
2021-01-18,zachodniopomorskie,Świnoujście,4,0,0,0,0,0,31,293,21,5,16,0
2021-01-19,zachodniopomorskie,Świnoujście,5,1,0,0,0,27,17,361,44,5,38,1
2021-01-20,zachodniopomorskie,Świnoujście,22,5,0,0,0,20,3,355,59,23,36,0
2021-01-21,zachodniopomorskie,Świnoujście,13,3,0,0,0,20,6,383,38,15,21,2
2021-01-22,zachodniopomorskie,Świnoujście,15,3,0,0,0,23,24,370,37,16,21,0
2021-01-23,zachodniopomorskie,Świnoujście,7,1,0,0,0,34,22,377,39,7,32,0
2021-01-24,zachodniopomorskie,Świnoujście,26,6,0,0,0,0,12,361,55,26,28,1
2021-01-25,zachodniopomorskie,Świnoujście,12,2,0,0,0,0,20,359,32,12,20,0
2021-01-26,zachodniopomorskie,Świnoujście,3,0,0,0,0,31,9,327,41,3,38,0
2021-01-27,zachodniopomorskie,Świnoujście,9,2,0,0,0,20,5,317,35,9,25,1
2020-12-24,śląskie,Świętochłowice,7,1,0,0,0,18,4,143,52,8,44,0
2020-12-25,śląskie,Świętochłowice,5,1,2,0,2,6,16,136,31,5,25,1
2020-12-26,śląskie,Świętochłowice,2,0,0,0,0,0,7,104,12,2,10,0
2020-12-27,śląskie,Świętochłowice,1,0,0,0,0,0,11,91,5,1,3,1
2020-12-28,śląskie,Świętochłowice,2,0,0,0,0,0,5,88,14,2,11,1
2020-12-29,śląskie,Świętochłowice,2,0,0,0,0,38,16,138,31,3,27,1
2020-12-30,śląskie,Świętochłowice,21,4,1,0,1,26,3,145,66,21,44,1
2020-12-31,śląskie,Świętochłowice,7,1,1,0,1,21,4,150,39,8,31,0
2021-01-01,śląskie,Świętochłowice,8,1,1,0,1,13,5,148,39,8,31,0
2021-01-02,śląskie,Świętochłowice,4,0,0,0,0,0,10,108,20,4,16,0
2021-01-03,śląskie,Świętochłowice,5,1,0,0,0,0,5,106,33,7,26,0
2021-01-04,śląskie,Świętochłowice,5,1,0,0,0,0,3,88,30,8,20,2
2021-01-05,śląskie,Świętochłowice,5,1,0,0,0,44,5,118,36,7,28,1
2021-01-06,śląskie,Świętochłowice,13,2,0,0,0,28,4,133,58,14,42,2
2021-01-08,śląskie,Świętochłowice,8,1,0,0,0,35,25,128,49,9,40,0
2021-01-09,śląskie,Świętochłowice,11,2,0,0,0,25,7,141,51,12,37,2
2021-01-10,śląskie,Świętochłowice,16,3,0,0,0,0,7,111,45,18,27,0
2021-01-11,śląskie,Świętochłowice,2,0,0,0,0,0,4,108,23,2,18,3
2021-01-12,śląskie,Świętochłowice,2,0,0,0,0,33,5,140,42,2,40,0
2021-01-13,śląskie,Świętochłowice,13,2,1,1,0,22,6,158,116,13,102,1
2021-01-14,śląskie,Świętochłowice,10,2,0,0,0,13,9,158,75,10,64,1
2021-01-15,śląskie,Świętochłowice,9,1,2,0,2,16,16,166,87,9,78,0
2021-01-16,śląskie,Świętochłowice,8,1,0,0,0,18,12,149,63,8,54,1
2021-01-17,śląskie,Świętochłowice,6,1,1,1,0,1,10,128,46,6,40,0
2021-01-18,śląskie,Świętochłowice,0,0,0,0,0,0,11,117,24,0,24,0
2021-01-19,śląskie,Świętochłowice,6,1,0,0,0,20,15,135,35,6,29,0
2021-01-20,śląskie,Świętochłowice,6,1,0,0,0,12,3,148,49,6,42,1
2021-01-21,śląskie,Świętochłowice,6,1,3,0,3,14,5,155,46,6,40,0
2021-01-22,śląskie,Świętochłowice,3,0,1,0,1,17,10,152,45,3,42,0
2021-01-23,śląskie,Świętochłowice,10,2,1,0,1,12,11,147,46,10,36,0
2021-01-24,śląskie,Świętochłowice,2,0,0,0,0,0,8,155,34,2,32,0
2021-01-25,śląskie,Świętochłowice,0,0,0,0,0,0,10,145,19,0,19,0
2021-01-26,śląskie,Świętochłowice,1,0,0,0,0,18,6,153,33,1,32,0
2021-01-27,śląskie,Świętochłowice,3,0,1,0,1,17,3,156,48,3,44,1
2020-12-24,dolnośląskie,średzki,9,1,0,0,0,15,6,253,42,9,32,1
2020-12-24,wielkopolskie,średzki,27,4,1,1,0,24,13,326,68,27,41,0
2020-12-25,dolnośląskie,średzki,6,1,0,0,0,13,16,251,18,7,11,0
2020-12-25,wielkopolskie,średzki,21,3,0,0,0,6,26,309,60,21,36,3
2020-12-26,dolnośląskie,średzki,5,0,0,0,0,0,12,215,15,5,10,0
2020-12-26,wielkopolskie,średzki,5,0,0,0,0,0,5,293,16,6,10,0
2020-12-27,dolnośląskie,średzki,10,1,0,0,0,1,8,180,17,11,5,1
2020-12-27,wielkopolskie,średzki,4,0,0,0,0,3,42,293,15,4,11,0
2020-12-28,dolnośląskie,średzki,1,0,0,0,0,0,5,182,28,2,26,0
2020-12-28,wielkopolskie,średzki,1,0,0,0,0,4,16,300,15,1,14,0
2020-12-29,dolnośląskie,średzki,2,0,1,0,1,40,18,197,55,3,52,0
2020-12-29,wielkopolskie,średzki,24,4,0,0,0,58,13,316,69,25,44,0
2020-12-30,dolnośląskie,średzki,14,2,0,0,0,17,5,200,57,14,42,1
2020-12-30,wielkopolskie,średzki,26,4,1,0,1,44,2,353,60,27,33,0
2020-12-31,dolnośląskie,średzki,8,1,0,0,0,19,6,210,52,8,42,2
2020-12-31,wielkopolskie,średzki,10,1,1,1,0,53,10,389,46,12,34,0
2021-01-01,dolnośląskie,średzki,11,1,0,0,0,10,15,209,73,12,61,0
2021-01-01,wielkopolskie,średzki,46,7,2,0,2,17,7,433,87,47,38,2
2021-01-02,dolnośląskie,średzki,9,1,0,0,0,0,6,178,25,9,15,1
2021-01-02,wielkopolskie,średzki,19,3,1,0,1,1,34,381,39,19,20,0
2021-01-03,dolnośląskie,średzki,3,0,0,0,0,0,13,167,29,3,25,1
2021-01-03,wielkopolskie,średzki,10,1,0,0,0,2,13,374,46,13,33,0
