date,wojew,location,new_cases,d_0,new_deaths,new_deaths_c,new_deaths_nc,new_tests_poz,new_recoveries,new_quarantine,new_tests,new_tests_plus,new_tests_minus,new_tests_other
2021-01-26,dolnośląskie,Legnica,2,0,4,4,0,45,10,531,98,10,86,2
2021-01-27,dolnośląskie,Legnica,11,1,2,2,0,23,6,528,164,14,149,1
2020-12-24,wielkopolskie,Leszno,25,3,1,0,1,9,5,271,71,26,43,2
2020-12-25,wielkopolskie,Leszno,13,2,0,0,0,4,13,264,37,15,19,3
2020-12-26,wielkopolskie,Leszno,7,1,0,0,0,0,29,234,48,7,40,1
2020-12-27,wielkopolskie,Leszno,9,1,0,0,0,4,3,217,52,11,41,0
2020-12-28,wielkopolskie,Leszno,7,1,0,0,0,0,26,230,23,7,14,2
2020-12-29,wielkopolskie,Leszno,6,0,0,0,0,33,12,238,64,8,55,1
2020-12-30,wielkopolskie,Leszno,21,3,1,0,1,20,6,234,70,23,47,0
2020-12-31,wielkopolskie,Leszno,20,3,1,0,1,24,12,234,52,20,32,0
2021-01-01,wielkopolskie,Leszno,12,1,1,0,1,17,13,245,39,12,25,2
2021-01-02,wielkopolskie,Leszno,14,2,0,0,0,0,30,231,34,15,18,1
2021-01-03,wielkopolskie,Leszno,11,1,0,0,0,0,9,211,78,11,67,0
2021-01-04,wielkopolskie,Leszno,3,0,4,4,0,0,7,218,13,3,9,1
2021-01-05,wielkopolskie,Leszno,2,0,0,0,0,53,10,240,57,2,54,1
2021-01-06,wielkopolskie,Leszno,17,2,0,0,0,19,8,256,99,19,78,2
2021-01-08,wielkopolskie,Leszno,0,0,0,0,0,43,21,247,42,2,40,0
2021-01-09,wielkopolskie,Leszno,23,3,3,3,0,16,23,226,90,24,65,1
2021-01-10,wielkopolskie,Leszno,11,1,1,1,0,0,7,207,65,14,50,1
2021-01-11,wielkopolskie,Leszno,1,0,0,0,0,2,16,203,29,2,27,0
2021-01-12,wielkopolskie,Leszno,5,0,1,0,1,29,8,230,47,6,41,0
2021-01-13,wielkopolskie,Leszno,16,2,1,1,0,19,4,231,121,19,102,0
2021-01-14,wielkopolskie,Leszno,21,3,2,2,0,18,12,241,105,24,81,0
2021-01-15,wielkopolskie,Leszno,5,0,0,0,0,16,7,237,59,5,54,0
2021-01-16,wielkopolskie,Leszno,6,0,0,0,0,8,18,221,83,8,71,4
2021-01-17,wielkopolskie,Leszno,6,0,0,0,0,0,0,209,87,6,81,0
2021-01-18,wielkopolskie,Leszno,3,0,0,0,0,0,21,228,25,3,22,0
2021-01-19,wielkopolskie,Leszno,5,0,2,2,0,20,12,254,69,6,63,0
2021-01-20,wielkopolskie,Leszno,1,0,0,0,0,16,1,254,45,1,44,0
2021-01-21,wielkopolskie,Leszno,4,0,2,2,0,12,4,254,60,4,55,1
2021-01-22,wielkopolskie,Leszno,8,1,0,0,0,9,26,252,46,9,37,0
2021-01-23,wielkopolskie,Leszno,6,0,0,0,0,9,21,251,62,6,56,0
2021-01-24,wielkopolskie,Leszno,2,0,0,0,0,0,1,243,38,3,35,0
2021-01-25,wielkopolskie,Leszno,4,0,0,0,0,0,8,252,20,4,16,0
2021-01-26,wielkopolskie,Leszno,2,0,0,0,0,10,7,239,57,4,53,0
2021-01-27,wielkopolskie,Leszno,7,1,0,0,0,11,1,232,60,7,53,0
2020-12-24,lubelskie,Lublin,106,3,18,18,0,180,147,1741,555,113,433,9
2020-12-25,lubelskie,Lublin,94,2,10,2,8,100,155,1650,402,100,298,4
2020-12-26,lubelskie,Lublin,74,2,0,0,0,1,126,1430,250,77,171,2
2020-12-27,lubelskie,Lublin,25,0,1,0,1,0,119,1301,113,32,79,2
2020-12-28,lubelskie,Lublin,29,0,1,0,1,1,136,1207,192,32,157,3
2020-12-29,lubelskie,Lublin,147,4,2,0,2,316,106,1377,579,155,411,13
2020-12-30,lubelskie,Lublin,132,3,6,3,3,201,42,1443,536,141,389,6
2020-12-31,lubelskie,Lublin,147,4,14,0,14,231,126,1481,539,155,380,4
2021-01-01,lubelskie,Lublin,102,3,5,3,2,169,172,1423,399,107,288,4
2021-01-02,lubelskie,Lublin,82,2,1,0,1,9,104,1235,269,91,176,2
2021-01-03,lubelskie,Lublin,47,1,1,1,0,14,81,1100,176,51,123,2
2021-01-04,lubelskie,Lublin,37,1,1,0,1,9,71,1064,236,41,191,4
2021-01-05,lubelskie,Lublin,93,2,3,0,3,291,37,1266,581,101,475,5
2021-01-06,lubelskie,Lublin,140,4,8,2,6,205,44,1355,581,157,417,7
2021-01-08,lubelskie,Lublin,97,2,5,0,5,235,124,1312,465,105,358,2
2021-01-09,lubelskie,Lublin,139,4,10,0,10,181,145,1305,519,151,360,8
2021-01-10,lubelskie,Lublin,66,1,2,0,2,7,80,1277,336,69,267,0
2021-01-11,lubelskie,Lublin,18,0,1,0,1,5,89,1220,171,27,141,3
2021-01-12,lubelskie,Lublin,90,2,1,0,1,230,65,1442,639,107,524,8
2021-01-13,lubelskie,Lublin,77,2,2,0,2,176,42,1649,687,90,589,8
2021-01-14,lubelskie,Lublin,96,2,8,0,8,136,101,1646,644,103,533,8
2021-01-15,lubelskie,Lublin,67,1,4,0,4,133,132,1625,582,75,491,16
2021-01-16,lubelskie,Lublin,98,2,8,0,8,122,84,1577,616,111,495,10
2021-01-17,lubelskie,Lublin,37,1,5,0,5,3,113,1491,321,41,273,7
2021-01-18,lubelskie,Lublin,24,0,0,0,0,9,119,1470,201,31,168,2
2021-01-19,lubelskie,Lublin,50,1,10,3,7,165,70,1604,1124,62,1058,4
2021-01-20,lubelskie,Lublin,65,1,7,0,7,135,25,1642,436,75,356,5
2021-01-21,lubelskie,Lublin,83,2,7,0,7,142,109,1651,516,88,417,11
2021-01-22,lubelskie,Lublin,62,1,4,0,4,114,71,1639,427,68,344,15
2021-01-23,lubelskie,Lublin,72,2,2,0,2,135,87,1628,451,80,368,3
2021-01-24,lubelskie,Lublin,45,1,4,0,4,7,81,1528,266,48,216,2
2021-01-25,lubelskie,Lublin,13,0,0,0,0,2,86,1453,133,15,118,0
2021-01-26,lubelskie,Lublin,84,2,0,0,0,197,60,1548,524,109,399,16
2021-01-27,lubelskie,Lublin,78,2,6,0,6,128,30,1628,502,86,403,13
2020-12-24,śląskie,Mysłowice,10,1,1,1,0,22,10,212,54,12,41,1
2020-12-25,śląskie,Mysłowice,5,0,1,1,0,12,14,207,23,5,18,0
2020-12-26,śląskie,Mysłowice,9,1,0,0,0,0,8,177,31,9,18,4
2020-12-27,śląskie,Mysłowice,1,0,0,0,0,0,13,177,14,1,13,0
2020-12-28,śląskie,Mysłowice,6,0,0,0,0,0,11,177,18,6,12,0
2020-12-29,śląskie,Mysłowice,16,2,4,1,3,43,9,202,79,16,63,0
2020-12-30,śląskie,Mysłowice,11,1,1,0,1,19,4,210,68,11,56,1
2020-12-31,śląskie,Mysłowice,15,2,0,0,0,33,8,213,67,15,49,3
2021-01-01,śląskie,Mysłowice,14,1,1,1,0,15,15,228,45,14,29,2
2021-01-02,śląskie,Mysłowice,6,0,0,0,0,0,10,197,23,6,17,0
2021-01-03,śląskie,Mysłowice,3,0,0,0,0,0,6,177,19,3,15,1
2021-01-04,śląskie,Mysłowice,13,1,0,0,0,0,8,161,30,13,16,1
2021-01-05,śląskie,Mysłowice,10,1,0,0,0,38,4,175,67,10,56,1
2021-01-06,śląskie,Mysłowice,22,2,1,0,1,10,1,162,70,22,46,2
2021-01-08,śląskie,Mysłowice,7,0,0,0,0,24,9,183,58,7,51,0
2021-01-09,śląskie,Mysłowice,10,1,0,0,0,17,17,185,70,11,59,0
2021-01-10,śląskie,Mysłowice,6,0,0,0,0,0,11,174,31,6,25,0
2021-01-11,śląskie,Mysłowice,3,0,0,0,0,0,3,179,18,3,15,0
2021-01-12,śląskie,Mysłowice,15,2,1,0,1,40,6,211,61,15,46,0
2021-01-13,śląskie,Mysłowice,27,3,1,1,0,26,4,241,250,28,219,3
2021-01-14,śląskie,Mysłowice,20,2,0,0,0,12,14,233,106,20,86,0
2021-01-15,śląskie,Mysłowice,2,0,0,0,0,14,21,240,84,2,82,0
2021-01-16,śląskie,Mysłowice,8,1,0,0,0,16,6,237,76,8,67,1
2021-01-17,śląskie,Mysłowice,12,1,0,0,0,0,8,224,35,13,22,0
2021-01-18,śląskie,Mysłowice,29,3,0,0,0,0,10,220,64,30,33,1
2021-01-19,śląskie,Mysłowice,7,0,0,0,0,30,9,258,61,8,52,1
2021-01-20,śląskie,Mysłowice,11,1,1,0,1,8,4,267,68,13,55,0
2021-01-21,śląskie,Mysłowice,2,0,0,0,0,17,17,274,45,2,42,1
2021-01-22,śląskie,Mysłowice,17,2,1,0,1,14,20,271,73,17,54,2
2021-01-23,śląskie,Mysłowice,4,0,0,0,0,15,16,254,51,4,46,1
2021-01-24,śląskie,Mysłowice,5,0,0,0,0,0,4,244,27,5,22,0
2021-01-25,śląskie,Mysłowice,1,0,0,0,0,0,7,244,19,1,18,0
2021-01-26,śląskie,Mysłowice,5,0,1,0,1,21,11,256,69,5,64,0
2021-01-27,śląskie,Mysłowice,14,1,0,0,0,18,2,271,82,14,68,0
2020-12-24,małopolskie,Nowy Sącz,8,0,1,0,1,7,4,72,78,8,68,2
2020-12-25,małopolskie,Nowy Sącz,7,0,0,0,0,5,4,67,43,8,33,2
2020-12-26,małopolskie,Nowy Sącz,7,0,1,0,1,0,1,60,44,8,26,10
2020-12-27,małopolskie,Nowy Sącz,5,0,0,0,0,0,2,56,48,9,38,1
2020-12-28,małopolskie,Nowy Sącz,2,0,0,0,0,1,6,56,74,8,62,4
2020-12-29,małopolskie,Nowy Sącz,5,0,0,0,0,17,5,66,44,9,32,3
2020-12-30,małopolskie,Nowy Sącz,8,0,0,0,0,6,8,69,95,12,82,1
2020-12-31,małopolskie,Nowy Sącz,11,1,0,0,0,4,8,78,107,18,82,7
2021-01-01,małopolskie,Nowy Sącz,2,0,1,0,1,4,8,78,59,3,54,2
2021-01-02,małopolskie,Nowy Sącz,8,0,0,0,0,0,9,69,57,9,46,2
2021-01-03,małopolskie,Nowy Sącz,2,0,0,0,0,0,6,56,26,2,24,0
2021-01-04,małopolskie,Nowy Sącz,5,0,0,0,0,0,2,56,41,7,32,2
2021-01-05,małopolskie,Nowy Sącz,5,0,3,0,3,15,1,76,92,12,78,2
2021-01-06,małopolskie,Nowy Sącz,23,2,0,0,0,8,3,89,141,27,114,0
2021-01-08,małopolskie,Nowy Sącz,4,0,0,0,0,24,3,113,72,5,65,2
2021-01-09,małopolskie,Nowy Sącz,5,0,1,0,1,7,2,118,70,9,59,2
2021-01-10,małopolskie,Nowy Sącz,5,0,0,0,0,0,2,104,81,5,74,2
2021-01-11,małopolskie,Nowy Sącz,4,0,0,0,0,0,5,92,27,6,21,0
2021-01-12,małopolskie,Nowy Sącz,3,0,1,0,1,13,3,102,60,5,55,0
2021-01-13,małopolskie,Nowy Sącz,5,0,1,0,1,5,2,108,103,5,97,1
2021-01-14,małopolskie,Nowy Sącz,12,1,0,0,0,6,6,112,87,15,72,0
2021-01-15,małopolskie,Nowy Sącz,11,1,0,0,0,7,10,113,187,14,167,6
2021-01-16,małopolskie,Nowy Sącz,2,0,1,1,0,10,4,114,85,3,80,2
2021-01-17,małopolskie,Nowy Sącz,2,0,0,0,0,0,5,127,111,2,105,4
2021-01-18,małopolskie,Nowy Sącz,3,0,0,0,0,0,9,124,42,6,33,3
2021-01-19,małopolskie,Nowy Sącz,1,0,2,1,1,8,5,145,40,1,37,2
2021-01-20,małopolskie,Nowy Sącz,7,0,0,0,0,8,3,167,92,8,84,0
2021-01-21,małopolskie,Nowy Sącz,6,0,1,0,1,3,3,154,75,8,64,3
2021-01-22,małopolskie,Nowy Sącz,3,0,1,1,0,8,10,177,70,4,65,1
2021-01-23,małopolskie,Nowy Sącz,2,0,0,0,0,6,14,174,105,2,103,0
2021-01-24,małopolskie,Nowy Sącz,3,0,0,0,0,0,3,174,48,3,45,0
2021-01-25,małopolskie,Nowy Sącz,3,0,0,0,0,0,1,164,32,5,27,0
2021-01-26,małopolskie,Nowy Sącz,0,0,1,0,1,4,2,173,25,1,23,1
2021-01-27,małopolskie,Nowy Sącz,4,0,0,0,0,6,2,159,72,5,66,1
2020-12-24,warmińsko-mazurskie,Olsztyn,152,8,0,0,0,226,155,1800,470,158,305,7
2020-12-25,warmińsko-mazurskie,Olsztyn,144,8,0,0,0,131,120,1730,359,151,199,9
2020-12-26,warmińsko-mazurskie,Olsztyn,55,3,0,0,0,1,132,1483,143,57,82,4
2020-12-27,warmińsko-mazurskie,Olsztyn,43,2,0,0,0,0,94,1394,170,46,123,1
2020-12-28,warmińsko-mazurskie,Olsztyn,20,1,0,0,0,4,108,1362,156,26,130,0
2020-12-29,warmińsko-mazurskie,Olsztyn,152,8,12,0,12,332,128,1431,487,161,319,7
2020-12-30,warmińsko-mazurskie,Olsztyn,136,7,0,0,0,195,52,1429,521,144,368,9
2020-12-31,warmińsko-mazurskie,Olsztyn,152,8,8,4,4,210,106,1639,452,158,285,9
2021-01-01,warmińsko-mazurskie,Olsztyn,118,6,0,0,0,171,160,1595,385,125,251,9
2021-01-02,warmińsko-mazurskie,Olsztyn,82,4,0,0,0,2,134,1421,202,93,108,1
2021-01-03,warmińsko-mazurskie,Olsztyn,43,2,0,0,0,14,124,1274,151,50,99,2
2021-01-04,warmińsko-mazurskie,Olsztyn,17,0,3,0,3,5,62,1184,120,20,96,4
2021-01-05,warmińsko-mazurskie,Olsztyn,147,8,0,0,0,416,54,1348,405,156,245,4
2021-01-06,warmińsko-mazurskie,Olsztyn,224,13,0,0,0,200,30,1347,568,237,313,18
2021-01-08,warmińsko-mazurskie,Olsztyn,83,4,0,0,0,248,162,1374,308,87,218,3
2021-01-09,warmińsko-mazurskie,Olsztyn,149,8,5,1,4,148,121,1332,398,161,236,1
2021-01-10,warmińsko-mazurskie,Olsztyn,108,6,0,0,0,1,121,1224,262,115,142,5
2021-01-11,warmińsko-mazurskie,Olsztyn,24,1,0,0,0,0,73,1116,122,25,97,0
2021-01-12,warmińsko-mazurskie,Olsztyn,58,3,0,0,0,226,63,1240,679,63,604,12
2021-01-13,warmińsko-mazurskie,Olsztyn,102,5,5,1,4,128,36,1299,722,108,608,6
2021-01-14,warmińsko-mazurskie,Olsztyn,98,5,4,1,3,124,144,1316,432,101,325,6
2021-01-15,warmińsko-mazurskie,Olsztyn,55,3,2,1,1,114,210,1318,321,60,255,6
2021-01-16,warmińsko-mazurskie,Olsztyn,60,3,3,0,3,95,92,1253,321,62,256,3
2021-01-17,warmińsko-mazurskie,Olsztyn,43,2,0,0,0,0,105,1158,227,46,176,5
2021-01-18,warmińsko-mazurskie,Olsztyn,20,1,0,0,0,1,106,1107,123,23,100,0
2021-01-19,warmińsko-mazurskie,Olsztyn,62,3,2,0,2,172,114,1238,322,64,255,3
2021-01-20,warmińsko-mazurskie,Olsztyn,95,5,3,1,2,106,29,1236,396,98,293,5
2021-01-21,warmińsko-mazurskie,Olsztyn,63,3,1,0,1,110,98,1302,341,65,274,2
2021-01-22,warmińsko-mazurskie,Olsztyn,68,3,0,0,0,144,102,1302,333,76,254,3
2021-01-23,warmińsko-mazurskie,Olsztyn,65,3,3,1,2,120,84,1172,291,71,216,4
2021-01-24,warmińsko-mazurskie,Olsztyn,35,2,0,0,0,4,56,1148,117,38,76,3
2021-01-25,warmińsko-mazurskie,Olsztyn,13,0,0,0,0,2,69,1119,112,15,96,1
2021-01-26,warmińsko-mazurskie,Olsztyn,78,4,0,0,0,211,37,1157,327,82,244,1
2021-01-27,warmińsko-mazurskie,Olsztyn,77,4,0,0,0,144,21,1091,295,85,206,4
2020-12-24,opolskie,Opole,55,4,2,1,1,49,27,790,310,60,248,2
2020-12-25,opolskie,Opole,33,2,1,0,1,13,65,803,133,34,98,1
2020-12-26,opolskie,Opole,18,1,0,0,0,0,48,777,74,20,54,0
2020-12-27,opolskie,Opole,18,1,0,0,0,1,31,744,84,22,62,0
2020-12-28,opolskie,Opole,6,0,0,0,0,0,44,726,56,8,47,1
2020-12-29,opolskie,Opole,20,1,1,0,1,101,26,809,173,31,141,1
2020-12-30,opolskie,Opole,42,3,3,0,3,51,20,864,234,50,181,3
2020-12-31,opolskie,Opole,55,4,7,0,7,61,19,862,250,61,186,3
2021-01-01,opolskie,Opole,23,1,1,0,1,51,31,887,154,25,128,1
2021-01-02,opolskie,Opole,41,3,1,0,1,3,44,735,123,43,79,1
2021-01-03,opolskie,Opole,26,2,0,0,0,0,22,667,105,28,75,2
2021-01-04,opolskie,Opole,10,0,0,0,0,1,16,572,76,15,61,0
2021-01-05,opolskie,Opole,20,1,3,0,3,110,24,657,188,24,162,2
2021-01-06,opolskie,Opole,48,3,2,0,2,77,19,713,219,56,160,3
2021-01-08,opolskie,Opole,18,1,2,0,2,41,49,713,144,28,114,2
2021-01-09,opolskie,Opole,33,2,1,0,1,54,57,696,239,43,192,4
2021-01-10,opolskie,Opole,34,2,0,0,0,0,22,687,173,36,136,1
2021-01-11,opolskie,Opole,25,1,0,0,0,0,38,694,98,27,65,6
2021-01-12,opolskie,Opole,19,1,2,0,2,81,33,778,158,23,133,2
2021-01-13,opolskie,Opole,47,3,0,0,0,56,8,1015,439,49,369,21
2021-01-14,opolskie,Opole,39,3,0,0,0,53,34,1088,353,45,299,9
2021-01-15,opolskie,Opole,33,2,2,0,2,34,42,1100,257,39,212,6
2021-01-16,opolskie,Opole,29,2,0,0,0,36,79,1078,170,31,137,2
2021-01-17,opolskie,Opole,11,0,1,0,1,0,14,1017,207,12,195,0
2021-01-18,opolskie,Opole,25,1,0,0,0,0,39,991,129,26,102,1
2021-01-19,opolskie,Opole,15,1,0,0,0,64,43,1035,186,19,166,1
2021-01-20,opolskie,Opole,31,2,1,0,1,29,24,1095,149,34,115,0
2021-01-21,opolskie,Opole,27,2,2,0,2,30,36,1137,267,33,231,3
2021-01-22,opolskie,Opole,25,1,1,0,1,39,38,1120,179,31,147,1
2021-01-23,opolskie,Opole,16,1,1,0,1,28,41,971,151,17,134,0
2021-01-24,opolskie,Opole,18,1,0,0,0,0,31,944,219,20,197,2
2021-01-25,opolskie,Opole,11,0,0,0,0,0,26,895,82,12,70,0
2021-01-26,opolskie,Opole,13,1,1,0,1,77,33,967,139,17,122,0
2021-01-27,opolskie,Opole,22,1,0,0,0,54,19,1059,151,29,120,2
2020-12-24,mazowieckie,Ostrołęka,6,1,1,0,1,16,2,137,43,7,34,2
2020-12-25,mazowieckie,Ostrołęka,7,1,0,0,0,2,16,122,28,9,18,1
2020-12-26,mazowieckie,Ostrołęka,2,0,0,0,0,1,3,116,12,2,10,0
2020-12-27,mazowieckie,Ostrołęka,3,0,0,0,0,0,7,112,21,4,16,1
2020-12-28,mazowieckie,Ostrołęka,1,0,0,0,0,0,13,112,10,1,9,0
2020-12-29,mazowieckie,Ostrołęka,0,0,0,0,0,37,3,148,24,1,23,0
2020-12-30,mazowieckie,Ostrołęka,16,3,0,0,0,15,1,125,66,18,43,5
2020-12-31,mazowieckie,Ostrołęka,10,1,0,0,0,25,8,143,47,11,32,4
2021-01-01,mazowieckie,Ostrołęka,7,1,0,0,0,20,25,149,36,7,29,0
2021-01-02,mazowieckie,Ostrołęka,0,0,0,0,0,0,4,136,14,2,10,2
2021-01-03,mazowieckie,Ostrołęka,6,1,0,0,0,0,7,123,37,7,29,1
2021-01-04,mazowieckie,Ostrołęka,2,0,0,0,0,0,2,102,18,2,16,0
2021-01-05,mazowieckie,Ostrołęka,9,1,0,0,0,38,4,112,33,10,23,0
2021-01-06,mazowieckie,Ostrołęka,12,2,1,0,1,27,2,159,59,12,45,2
2021-01-08,mazowieckie,Ostrołęka,6,1,0,0,0,23,18,159,43,11,25,7
2021-01-09,mazowieckie,Ostrołęka,7,1,0,0,0,21,8,150,44,7,36,1
2021-01-10,mazowieckie,Ostrołęka,0,0,0,0,0,0,6,117,12,0,12,0
2021-01-11,mazowieckie,Ostrołęka,7,1,0,0,0,0,2,120,37,7,29,1
2021-01-12,mazowieckie,Ostrołęka,5,0,0,0,0,36,5,150,38,5,33,0
2021-01-13,mazowieckie,Ostrołęka,20,3,0,0,0,20,3,158,109,27,77,5
2021-01-14,mazowieckie,Ostrołęka,11,2,1,0,1,23,10,202,100,18,80,2
2021-01-15,mazowieckie,Ostrołęka,10,1,0,0,0,18,11,211,121,17,98,6
2021-01-16,mazowieckie,Ostrołęka,10,1,2,0,2,17,9,206,70,11,56,3
2021-01-17,mazowieckie,Ostrołęka,6,1,0,0,0,0,6,185,73,6,67,0
2021-01-18,mazowieckie,Ostrołęka,3,0,0,0,0,0,7,168,16,3,13,0
2021-01-19,mazowieckie,Ostrołęka,8,1,1,0,1,17,2,197,57,14,42,1
2021-01-20,mazowieckie,Ostrołęka,8,1,0,0,0,9,6,207,44,8,35,1
2021-01-21,mazowieckie,Ostrołęka,6,1,2,0,2,8,5,196,31,6,23,2
2021-01-22,mazowieckie,Ostrołęka,2,0,0,0,0,9,22,185,25,2,23,0
2021-01-23,mazowieckie,Ostrołęka,5,0,0,0,0,10,10,156,26,5,18,3
2021-01-24,mazowieckie,Ostrołęka,0,0,0,0,0,0,11,152,17,0,17,0
2021-01-25,mazowieckie,Ostrołęka,3,0,0,0,0,0,7,145,12,3,9,0
2021-01-26,mazowieckie,Ostrołęka,12,2,0,0,0,19,7,149,43,14,25,4
2021-01-27,mazowieckie,Ostrołęka,3,0,1,0,1,13,1,172,30,4,24,2
2020-12-24,śląskie,Piekary Śląskie,8,1,2,0,2,22,9,262,27,8,18,1
2020-12-25,śląskie,Piekary Śląskie,13,2,2,0,2,18,12,259,50,14,33,3
2020-12-26,śląskie,Piekary Śląskie,7,1,0,0,0,0,16,223,41,8,32,1
2020-12-27,śląskie,Piekary Śląskie,5,0,0,0,0,0,10,212,21,7,14,0
2020-12-28,śląskie,Piekary Śląskie,0,0,2,0,2,0,32,164,21,0,21,0
2020-12-29,śląskie,Piekary Śląskie,20,3,0,0,0,43,9,198,64,20,43,1
2020-12-30,śląskie,Piekary Śląskie,21,3,1,0,1,34,4,205,68,23,43,2
2020-12-31,śląskie,Piekary Śląskie,16,2,1,0,1,28,8,221,54,17,36,1
2021-01-01,śląskie,Piekary Śląskie,18,3,0,0,0,13,19,216,56,19,36,1
2021-01-02,śląskie,Piekary Śląskie,4,0,0,0,0,0,9,203,21,5,14,2
2021-01-03,śląskie,Piekary Śląskie,3,0,0,0,0,0,15,202,26,5,21,0
2021-01-04,śląskie,Piekary Śląskie,7,1,0,0,0,1,7,179,30,7,20,3
2021-01-05,śląskie,Piekary Śląskie,6,1,1,0,1,52,4,189,49,6,43,0
2021-01-06,śląskie,Piekary Śląskie,32,5,0,0,0,36,2,191,126,36,89,1
2021-01-08,śląskie,Piekary Śląskie,14,2,0,0,0,31,18,209,67,16,50,1
2021-01-09,śląskie,Piekary Śląskie,11,2,0,0,0,19,19,193,62,14,48,0
2021-01-10,śląskie,Piekary Śląskie,3,0,0,0,0,0,14,174,50,3,45,2
2021-01-11,śląskie,Piekary Śląskie,4,0,0,0,0,0,6,146,24,6,18,0
2021-01-12,śląskie,Piekary Śląskie,10,1,3,3,0,21,3,153,55,11,43,1
2021-01-13,śląskie,Piekary Śląskie,11,2,0,0,0,19,11,175,123,12,111,0
2021-01-14,śląskie,Piekary Śląskie,3,0,0,0,0,16,7,174,137,4,131,2
2021-01-15,śląskie,Piekary Śląskie,8,1,0,0,0,10,35,171,88,8,79,1
2021-01-16,śląskie,Piekary Śląskie,13,2,1,1,0,15,7,157,72,15,56,1
2021-01-17,śląskie,Piekary Śląskie,3,0,0,0,0,0,11,147,44,3,40,1
2021-01-18,śląskie,Piekary Śląskie,5,0,0,0,0,0,12,130,24,6,18,0
2021-01-19,śląskie,Piekary Śląskie,4,0,0,0,0,21,4,171,46,4,39,3
2021-01-20,śląskie,Piekary Śląskie,14,2,0,0,0,18,7,190,72,15,57,0
2021-01-21,śląskie,Piekary Śląskie,5,0,0,0,0,8,10,187,45,7,37,1
2021-01-22,śląskie,Piekary Śląskie,5,0,0,0,0,15,10,179,59,7,51,1
2021-01-23,śląskie,Piekary Śląskie,5,0,0,0,0,8,5,120,53,6,47,0
2021-01-24,śląskie,Piekary Śląskie,3,0,0,0,0,0,8,124,29,4,25,0
2021-01-25,śląskie,Piekary Śląskie,3,0,0,0,0,0,11,117,19,3,16,0
2021-01-26,śląskie,Piekary Śląskie,7,1,3,0,3,21,3,123,88,7,78,3
2021-01-27,śląskie,Piekary Śląskie,4,0,0,0,0,13,5,116,89,4,83,2
2020-12-24,łódzkie,Piotrków Trybunalski,23,3,1,1,0,31,9,373,74,24,50,0
2020-12-25,łódzkie,Piotrków Trybunalski,27,3,3,2,1,14,29,360,63,27,35,1
2020-12-26,łódzkie,Piotrków Trybunalski,2,0,0,0,0,0,11,352,14,2,11,1
2020-12-27,łódzkie,Piotrków Trybunalski,3,0,0,0,0,0,15,323,28,5,21,2
2020-12-28,łódzkie,Piotrków Trybunalski,4,0,0,0,0,3,19,317,36,5,31,0
2020-12-29,łódzkie,Piotrków Trybunalski,11,1,1,0,1,46,11,261,74,12,60,2
2020-12-30,łódzkie,Piotrków Trybunalski,15,2,2,0,2,27,8,254,93,21,72,0
2020-12-31,łódzkie,Piotrków Trybunalski,10,1,0,0,0,26,21,261,69,14,55,0
2021-01-01,łódzkie,Piotrków Trybunalski,11,1,0,0,0,35,30,280,57,13,42,2
2021-01-02,łódzkie,Piotrków Trybunalski,30,4,0,0,0,0,17,219,74,32,42,0
2021-01-03,łódzkie,Piotrków Trybunalski,0,0,0,0,0,1,25,211,27,0,27,0
2021-01-04,łódzkie,Piotrków Trybunalski,2,0,0,0,0,1,1,192,42,2,40,0
2021-01-05,łódzkie,Piotrków Trybunalski,15,2,9,8,1,41,8,215,117,16,100,1
2021-01-06,łódzkie,Piotrków Trybunalski,24,3,26,21,5,34,8,250,168,25,142,1
2021-01-08,łódzkie,Piotrków Trybunalski,15,2,3,2,1,36,14,255,119,18,100,1
2021-01-09,łódzkie,Piotrków Trybunalski,14,1,0,0,0,22,5,260,138,17,117,4
2021-01-10,łódzkie,Piotrków Trybunalski,6,0,1,1,0,0,9,253,86,9,76,1
2021-01-11,łódzkie,Piotrków Trybunalski,11,1,0,0,0,0,30,232,34,11,22,1
2021-01-12,łódzkie,Piotrków Trybunalski,19,2,0,0,0,36,5,268,137,20,115,2
2021-01-13,łódzkie,Piotrków Trybunalski,14,1,3,3,0,20,2,289,204,15,189,0
2021-01-14,łódzkie,Piotrków Trybunalski,10,1,1,1,0,20,14,304,177,10,167,0
2021-01-15,łódzkie,Piotrków Trybunalski,20,2,1,1,0,20,24,291,213,21,192,0
2021-01-16,łódzkie,Piotrków Trybunalski,16,2,0,0,0,21,20,304,122,17,104,1
2021-01-17,łódzkie,Piotrków Trybunalski,7,0,0,0,0,2,17,298,73,8,65,0
2021-01-18,łódzkie,Piotrków Trybunalski,1,0,0,0,0,0,12,299,47,3,44,0
2021-01-19,łódzkie,Piotrków Trybunalski,13,1,0,0,0,39,9,352,72,13,59,0
2021-01-20,łódzkie,Piotrków Trybunalski,14,1,0,0,0,21,7,357,79,15,64,0
2021-01-21,łódzkie,Piotrków Trybunalski,11,1,1,1,0,15,14,371,116,11,105,0
2021-01-22,łódzkie,Piotrków Trybunalski,13,1,0,0,0,15,12,360,78,17,61,0
2021-01-23,łódzkie,Piotrków Trybunalski,6,0,0,0,0,18,15,379,72,9,62,1
2021-01-24,łódzkie,Piotrków Trybunalski,9,1,0,0,0,2,19,366,48,9,38,1
2021-01-25,łódzkie,Piotrków Trybunalski,9,1,0,0,0,0,14,365,38,9,28,1
