date,location,new_cases,d_0,new_deaths,new_deaths_c,new_deaths_nc,new_tests_poz,new_recoveries,new_quarantine,new_tests,new_tests_plus,new_tests_minus,new_tests_other
2020-12-24,Wielkopolskie,1608,4,83,48,35,1583,673,20602,5464,1699,3671,94
2020-12-25,Wielkopolskie,1045,2,43,18,25,758,1480,19889,3652,1141,2443,68
2020-12-26,Wielkopolskie,518,1,15,7,8,29,1411,17940,2127,640,1448,39
2020-12-27,Wielkopolskie,387,1,18,0,18,51,1038,16558,1732,456,1257,19
2020-12-28,Wielkopolskie,309,0,7,0,7,33,1219,15432,1537,355,1154,28
2020-12-29,Wielkopolskie,647,1,35,3,32,3263,1147,17282,3335,756,2541,38
2020-12-30,Wielkopolskie,1585,4,54,31,23,1894,363,17424,5067,1688,3322,57
2020-12-31,Wielkopolskie,1469,4,58,15,43,2035,700,18369,5048,1587,3355,106
2021-01-01,Wielkopolskie,1249,3,48,12,36,1493,1429,18830,3914,1336,2502,76
2021-01-02,Wielkopolskie,915,2,24,4,20,60,1518,16771,3063,1001,1982,80
2021-01-03,Wielkopolskie,495,1,21,1,20,102,861,15576,2964,658,2273,33
2021-01-04,Wielkopolskie,317,0,17,7,10,42,543,14629,1680,378,1263,39
2021-01-05,Wielkopolskie,802,2,18,3,15,4090,497,16978,4035,891,3093,51
2021-01-06,Wielkopolskie,1488,4,45,16,29,2125,411,17568,5366,1578,3680,108
2021-01-07,Wielkopolskie,1609,4,27,8,19,35,797,16403,4909,1677,3120,112
2021-01-08,Wielkopolskie,774,2,30,5,25,2626,1462,18029,4259,958,3241,60
2021-01-09,Wielkopolskie,1151,3,54,19,35,1755,1411,18128,5235,1365,3788,82
2021-01-10,Wielkopolskie,1106,3,23,8,15,57,1120,16444,4009,1184,2739,86
2021-01-11,Wielkopolskie,446,1,10,2,8,50,942,15654,2148,548,1526,74
2021-01-12,Wielkopolskie,483,1,16,7,9,2662,538,17882,4217,602,3547,68
2021-01-13,Wielkopolskie,1014,2,65,30,35,1504,457,18963,5829,1089,4632,108
2021-01-14,Wielkopolskie,1058,3,65,29,36,1338,901,19651,6753,1134,5502,117
2021-01-15,Wielkopolskie,768,2,38,15,23,1231,1372,19794,5743,836,4835,72
2021-01-16,Wielkopolskie,696,1,45,15,30,1166,1539,19207,5779,778,4911,90
2021-01-17,Wielkopolskie,828,2,40,14,26,41,748,17873,5632,903,4664,65
2021-01-18,Wielkopolskie,224,0,17,2,15,25,1240,17419,1488,250,1213,25
2021-01-19,Wielkopolskie,413,1,27,8,19,1921,1112,18489,3982,513,3429,40
2021-01-20,Wielkopolskie,683,1,50,24,26,1180,439,18815,4366,747,3563,56
2021-01-21,Wielkopolskie,740,2,36,17,19,1126,604,19211,3858,790,3014,54
2021-01-22,Wielkopolskie,672,1,37,10,27,1053,1009,19181,3839,767,3021,51
2021-01-23,Wielkopolskie,600,1,30,12,18,1039,1202,18877,3717,679,2986,52
2021-01-24,Wielkopolskie,509,1,23,5,18,39,799,17850,2767,545,2199,23
2021-01-25,Wielkopolskie,200,0,20,5,15,22,709,17352,1656,233,1409,14
2021-01-26,Wielkopolskie,442,1,13,0,13,1955,818,17942,3700,537,3120,43
2021-01-27,Wielkopolskie,656,1,38,19,19,1157,225,17915,3718,711,2945,62
2020-12-24,Zachodniopomorskie,1006,5,27,1,26,1142,533,15086,2861,1090,1708,63
2020-12-25,Zachodniopomorskie,990,5,27,0,27,637,1182,14803,2568,1044,1471,53
2020-12-26,Zachodniopomorskie,557,3,4,0,4,29,877,13483,1375,612,741,22
2020-12-27,Zachodniopomorskie,270,1,3,0,3,27,997,12808,916,317,581,18
2020-12-28,Zachodniopomorskie,282,1,0,0,0,26,1059,12214,1138,333,775,30
2020-12-29,Zachodniopomorskie,713,4,9,0,9,2155,655,12888,2692,815,1825,52
2020-12-30,Zachodniopomorskie,996,5,30,0,30,1354,680,13102,2867,1073,1735,59
2020-12-31,Zachodniopomorskie,900,5,33,2,31,1436,502,13950,2594,964,1586,44
2021-01-01,Zachodniopomorskie,951,5,18,1,17,1065,1126,14209,2543,1014,1454,75
2021-01-02,Zachodniopomorskie,538,3,3,0,3,25,891,12886,1529,629,878,22
2021-01-03,Zachodniopomorskie,518,3,4,0,4,59,801,12078,1730,603,1072,55
2021-01-04,Zachodniopomorskie,436,2,3,0,3,37,537,11283,1794,548,1195,51
2021-01-05,Zachodniopomorskie,569,3,8,0,8,2832,410,12273,2251,686,1518,47
2021-01-06,Zachodniopomorskie,921,5,30,1,29,1418,321,12698,3126,986,2081,59
2021-01-07,Zachodniopomorskie,1324,7,18,0,18,30,703,11857,3323,1415,1819,89
2021-01-08,Zachodniopomorskie,554,3,15,0,15,1754,949,12879,2138,710,1377,51
2021-01-09,Zachodniopomorskie,843,4,37,1,36,1334,1005,12852,3304,1098,2109,97
2021-01-10,Zachodniopomorskie,936,5,13,1,12,33,819,11850,2649,989,1581,79
2021-01-11,Zachodniopomorskie,570,3,5,0,5,19,530,11267,1954,660,1208,86
2021-01-12,Zachodniopomorskie,400,2,9,1,8,1792,672,12345,2601,578,1966,57
2021-01-13,Zachodniopomorskie,700,4,42,5,37,1040,500,12908,4066,795,3184,87
2021-01-14,Zachodniopomorskie,788,4,28,1,27,985,604,13440,4356,849,3435,72
2021-01-15,Zachodniopomorskie,749,4,26,2,24,862,1011,13442,4153,893,3178,82
2021-01-16,Zachodniopomorskie,629,3,31,0,31,865,1221,13242,3184,818,2288,78
2021-01-17,Zachodniopomorskie,324,1,20,1,19,16,623,12649,2990,477,2451,62
2021-01-18,Zachodniopomorskie,292,1,1,0,1,7,919,12197,1449,318,1100,31
2021-01-19,Zachodniopomorskie,392,2,14,0,14,1252,853,12560,2498,483,1959,56
2021-01-20,Zachodniopomorskie,550,3,21,0,21,781,547,12387,2648,589,2015,44
2021-01-21,Zachodniopomorskie,469,2,26,1,25,780,464,12538,2546,522,1940,84
2021-01-22,Zachodniopomorskie,504,2,19,0,19,752,746,12485,2436,555,1829,52
2021-01-23,Zachodniopomorskie,477,2,14,0,14,734,878,12203,2321,510,1768,43
2021-01-24,Zachodniopomorskie,259,1,6,0,6,14,654,11512,1512,285,1193,34
2021-01-25,Zachodniopomorskie,130,0,0,0,0,10,642,11082,925,149,763,13
2021-01-26,Zachodniopomorskie,298,1,12,0,12,1110,372,11145,2109,338,1723,48
2021-01-27,Zachodniopomorskie,401,2,14,1,13,758,317,10706,2257,477,1728,52
2020-12-24,Łódzkie,950,3,51,10,41,1094,617,12065,3741,1059,2595,87
2020-12-25,Łódzkie,739,3,10,7,3,535,819,11603,2570,775,1742,53
2020-12-26,Łódzkie,280,1,0,0,0,30,710,10770,1148,309,804,35
2020-12-27,Łódzkie,199,0,2,1,1,17,609,10071,1196,243,923,30
2020-12-28,Łódzkie,199,0,0,0,0,22,752,9551,1126,238,869,19
2020-12-29,Łódzkie,671,2,15,0,15,1925,539,10517,3456,772,2576,108
2020-12-30,Łódzkie,801,3,36,8,28,1200,340,10617,3462,887,2476,99
2020-12-31,Łódzkie,703,2,23,2,21,1169,584,11142,3162,761,2289,112
2021-01-01,Łódzkie,704,2,25,3,22,1006,968,11262,2842,770,2005,67
2021-01-02,Łódzkie,604,2,4,2,2,21,774,9983,2299,633,1613,53
2021-01-03,Łódzkie,292,1,0,0,0,24,587,9139,1818,342,1418,58
2021-01-04,Łódzkie,287,1,0,0,0,23,324,8468,1635,337,1275,23
2021-01-05,Łódzkie,487,1,21,8,13,2066,322,9793,3321,573,2672,76
2021-01-06,Łódzkie,1058,4,125,50,75,1335,287,10697,4661,1136,3433,92
2021-01-07,Łódzkie,627,2,29,1,28,19,636,10239,2988,677,2247,64
2021-01-08,Łódzkie,546,2,50,4,46,1444,838,10556,3357,657,2626,74
2021-01-09,Łódzkie,702,2,29,1,28,1087,754,10611,4098,788,3197,113
2021-01-10,Łódzkie,573,2,7,4,3,15,599,9702,2736,607,2054,75
2021-01-11,Łódzkie,218,0,2,0,2,19,558,9103,1587,266,1275,46
2021-01-12,Łódzkie,285,1,28,11,17,1345,393,10510,3660,362,3218,80
2021-01-13,Łódzkie,567,2,43,7,36,835,326,11652,5173,628,4459,86
2021-01-14,Łódzkie,554,2,35,8,27,727,752,12074,5533,601,4848,84
2021-01-15,Łódzkie,495,2,37,8,29,724,814,11883,4857,535,4261,61
2021-01-16,Łódzkie,416,1,34,5,29,666,627,11586,4388,452,3850,86
2021-01-17,Łódzkie,351,1,5,1,4,25,551,11040,2750,376,2328,46
2021-01-18,Łódzkie,98,0,2,0,2,6,720,10807,1097,123,949,25
2021-01-19,Łódzkie,275,1,28,4,24,957,599,11513,2923,325,2535,63
2021-01-20,Łódzkie,393,1,41,7,34,725,229,11882,3219,435,2725,59
2021-01-21,Łódzkie,410,1,44,4,40,669,452,12036,3502,474,2950,78
2021-01-22,Łódzkie,351,1,23,3,20,692,537,11698,2668,404,2206,58
2021-01-23,Łódzkie,348,1,26,4,22,665,651,11390,2956,384,2530,42
2021-01-24,Łódzkie,283,1,4,2,2,18,437,10961,1983,304,1618,61
2021-01-25,Łódzkie,118,0,0,0,0,18,456,10659,1097,135,944,18
2021-01-26,Łódzkie,256,1,13,1,12,953,347,11289,2830,302,2481,47
2021-01-27,Łódzkie,392,1,32,8,24,687,134,11299,3368,435,2864,69
2020-12-24,Śląskie,1002,2,42,4,38,1457,678,14918,4273,1098,3087,88
2020-12-25,Śląskie,695,1,19,1,18,609,1375,14340,2624,738,1846,40
2020-12-26,Śląskie,285,0,2,0,2,11,821,12800,1522,335,1068,119
2020-12-27,Śląskie,279,0,3,1,2,22,845,11937,1452,307,1120,25
2020-12-28,Śląskie,224,0,4,0,4,19,923,11381,1687,280,1371,36
2020-12-29,Śląskie,823,1,40,2,38,2673,818,12872,4198,904,3244,50
2020-12-30,Śląskie,1299,2,65,2,63,1701,325,13097,5170,1411,3661,98
2020-12-31,Śląskie,1046,2,46,5,41,1576,677,13779,4565,1120,3367,78
2021-01-01,Śląskie,885,1,30,2,28,1100,1226,13644,3814,958,2776,80
2021-01-02,Śląskie,431,0,7,0,7,22,842,12076,1874,483,1348,43
2021-01-03,Śląskie,288,0,6,1,5,49,693,11407,1837,322,1490,25
2021-01-04,Śląskie,282,0,1,0,1,22,314,10753,2056,330,1676,50
2021-01-05,Śląskie,740,1,27,5,22,3072,391,12642,4971,838,4072,61
2021-01-06,Śląskie,1391,3,54,5,49,1716,356,13385,6374,1498,4769,107
2021-01-07,Śląskie,855,1,15,2,13,20,749,12805,3897,911,2908,78
2021-01-08,Śląskie,548,1,25,1,24,2028,1270,13437,4186,614,3525,47
2021-01-09,Śląskie,836,1,38,7,31,1338,1057,13229,4890,888,3926,76
2021-01-10,Śląskie,676,1,9,1,8,40,744,12306,3246,712,2479,55
2021-01-11,Śląskie,233,0,3,0,3,14,481,11748,1877,262,1571,44
2021-01-12,Śląskie,522,1,41,5,36,2042,413,13579,5290,609,4635,46
2021-01-13,Śląskie,818,1,37,3,34,1286,397,14743,7431,891,6453,87
2021-01-14,Śląskie,727,1,19,0,19,1075,764,14973,8079,784,7218,77
2021-01-15,Śląskie,601,1,42,3,39,1025,1272,14763,7184,660,6444,80
2021-01-16,Śląskie,608,1,33,2,31,994,797,14297,7365,673,6611,81
2021-01-17,Śląskie,408,0,6,1,5,34,548,13556,4991,454,4478,59
2021-01-18,Śląskie,311,0,4,1,3,5,865,13161,2195,363,1789,43
2021-01-19,Śląskie,368,0,31,2,29,1621,725,14264,3949,440,3450,59
2021-01-20,Śląskie,649,1,35,1,34,1027,298,14745,5017,710,4239,68
2021-01-21,Śląskie,489,1,27,2,25,973,508,14718,4528,577,3899,52
2021-01-22,Śląskie,488,1,33,0,33,955,806,14332,4160,532,3581,47
2021-01-23,Śląskie,529,1,30,2,28,1000,684,13621,3870,581,3240,49
2021-01-24,Śląskie,352,0,7,0,7,36,605,13134,2279,394,1859,26
2021-01-25,Śląskie,147,0,1,0,1,8,588,12740,1981,174,1772,35
2021-01-26,Śląskie,342,0,36,5,31,1668,416,13569,4033,416,3565,52
2021-01-27,Śląskie,623,1,34,2,32,1051,208,13768,4634,676,3878,80
2020-12-24,Świętokrzyskie,165,1,13,0,13,214,211,2702,1008,191,775,42
2020-12-25,Świętokrzyskie,89,0,5,1,4,108,230,2541,578,121,426,31
2020-12-26,Świętokrzyskie,82,0,4,0,4,4,118,2285,636,105,489,42
2020-12-27,Świętokrzyskie,51,0,0,0,0,0,215,2112,458,57,389,12
2020-12-28,Świętokrzyskie,55,0,0,0,0,6,122,1965,453,78,364,11
2020-12-29,Świętokrzyskie,129,1,2,1,1,445,140,2229,1063,162,875,26
2020-12-30,Świętokrzyskie,159,1,20,1,19,276,109,2381,1086,182,879,25
2020-12-31,Świętokrzyskie,193,1,10,0,10,287,133,2538,1350,238,1061,51
2021-01-01,Świętokrzyskie,192,1,8,3,5,167,213,2503,1302,268,997,37
2021-01-02,Świętokrzyskie,98,0,0,0,0,1,138,2261,863,142,689,32
2021-01-03,Świętokrzyskie,77,0,0,0,0,8,86,2123,771,109,651,11
2021-01-04,Świętokrzyskie,59,0,1,0,1,2,98,1979,688,88,585,15
2021-01-05,Świętokrzyskie,88,0,3,1,2,510,56,2335,1145,105,1015,25
2021-01-06,Świętokrzyskie,218,1,12,0,12,267,65,2525,1554,255,1236,63
2021-01-07,Świętokrzyskie,181,1,3,0,3,0,148,2407,1049,205,808,36
2021-01-08,Świętokrzyskie,89,0,3,0,3,325,182,2574,1066,133,908,25
2021-01-09,Świętokrzyskie,154,1,13,1,12,225,219,2531,1562,192,1335,35
2021-01-10,Świętokrzyskie,151,1,1,0,1,4,176,2328,1072,169,865,38
2021-01-11,Świętokrzyskie,97,0,0,0,0,1,108,2218,746,108,620,18
2021-01-12,Świętokrzyskie,108,0,11,1,10,349,85,2476,1389,144,1214,31
2021-01-13,Świętokrzyskie,131,1,12,1,11,225,81,2718,2566,170,2357,39
2021-01-14,Świętokrzyskie,164,1,4,1,3,186,125,2786,2608,199,2331,78
2021-01-15,Świętokrzyskie,127,1,9,1,8,177,244,2770,2047,154,1833,60
2021-01-16,Świętokrzyskie,120,0,2,0,2,193,148,2725,2398,149,2213,36
2021-01-17,Świętokrzyskie,125,1,1,0,1,2,106,2545,1625,148,1442,35
2021-01-18,Świętokrzyskie,73,0,0,0,0,1,187,2382,853,88,745,20
2021-01-19,Świętokrzyskie,77,0,4,0,4,247,162,2601,1466,111,1349,6
2021-01-20,Świętokrzyskie,125,1,13,0,13,162,81,2739,1515,142,1335,38
2021-01-21,Świętokrzyskie,147,1,26,3,23,175,121,2869,1245,174,1037,34
2021-01-22,Świętokrzyskie,125,1,8,1,7,153,131,2828,1263,149,1089,25
2021-01-23,Świętokrzyskie,90,0,15,3,12,174,176,2805,1033,106,907,20
2021-01-24,Świętokrzyskie,81,0,1,0,1,4,127,2748,950,95,831,24
2021-01-25,Świętokrzyskie,40,0,0,0,0,0,135,2627,619,51,553,15
2021-01-26,Świętokrzyskie,86,0,5,0,5,278,108,2764,1211,135,1049,27
2021-01-27,Świętokrzyskie,97,0,4,0,4,172,84,2723,1397,118,1257,22
